Chr	Start	End	Target	Score
chrX	37634801	37636801	ENST00000518823	0.995
chrX	37640001	37642001	ENST00000536019	0.872
chrX	37640001	37642001	ENST00000545239	0.662
chrX	37640001	37642001	ENST00000469968	0.662
chrX	37645001	37647001	ENST00000529222	0.872
chrX	37645001	37647001	ENST00000536019	0.924
chrX	37645001	37647001	ENST00000545239	0.903
chrX	37675601	37677601	ENST00000529222	0.569
chrX	37675601	37677601	ENST00000536019	0.778
chrX	37675601	37677601	ENST00000469812	0.612
chrX	38129601	38131601	ENST00000545239	0.74
chrX	38129601	38131601	ENST00000469109	0.758
chrX	38129601	38131601	ENST00000421381	0.677
chrX	38663801	38665801	ENST00000316853	0.591
chrX	38663801	38665801	ENST00000393388	0.927
chrX	38663801	38665801	ENST00000329524	0.72
chrX	38739001	38741001	ENST00000536019	0.603
chrX	38739001	38741001	ENST00000413360	0.871
chrX	38739001	38741001	ENST00000316853	0.597
chrX	39002801	39004801	ENST00000536019	0.375
chrX	39002801	39004801	ENST00000439995	0.175
chrX	39002801	39004801	ENST00000343986	0.936
chrX	39054601	39056601	ENST00000472049	0.361
chrX	39054601	39056601	ENST00000409264	0.509
chrX	39054601	39056601	ENST00000343986	0.368
chrX	39298801	39300801	ENST00000536019	0.945
chrX	39298801	39300801	ENST00000409264	0.937
chrX	39298801	39300801	ENST00000343986	0.768
chrX	39350601	39352601	ENST00000536019	0.737
chrX	39350601	39352601	ENST00000300433	0.638
chrX	39350601	39352601	ENST00000439995	0.649
chrX	39472201	39474201	ENST00000541158	0.553
chrX	39472201	39474201	ENST00000343986	0.777
chrX	39472201	39474201	ENST00000282512	0.493
chrX	39713601	39715601	ENST00000343986	0.668
chrX	39713601	39715601	ENST00000542219	0.288
chrX	39713601	39715601	ENST00000419448	0.642
chrX	39719001	39721001	ENST00000343986	0.94
chrX	39719001	39721001	ENST00000468508	0.656
chrX	39719001	39721001	ENST00000419448	0.72
chrX	39732801	39734801	ENST00000343986	0.969
chrX	39732801	39734801	ENST00000282512	0.441
chrX	39732801	39734801	ENST00000542219	0.367
chrX	39750001	39752001	ENST00000541158	0.726
chrX	39750001	39752001	ENST00000343986	0.633
chrX	39750001	39752001	ENST00000468508	0.491
chrX	39795401	39797401	ENST00000541158	0.442
chrX	39795401	39797401	ENST00000536961	0.512
chrX	39795401	39797401	ENST00000309691	0.787
chrX	40032601	40034601	ENST00000536961	0.703
chrX	40032601	40034601	ENST00000542219	0.618
chrX	40032601	40034601	ENST00000530915	0.452
chrX	40158601	40160601	ENST00000468508	0.855
chrX	40158601	40160601	ENST00000467484	0.707
chrX	40158601	40160601	ENST00000493067	0.735
chrX	40429001	40431001	ENST00000408405	0.869
chrX	40429001	40431001	ENST00000497327	0.85
chrX	40429001	40431001	ENST00000356928	0.851
chrX	40439801	40441801	ENST00000419448	0.681
chrX	40439801	40441801	ENST00000497327	0.681
chrX	40439801	40441801	ENST00000492668	0.559
chrX	40439801	40441801	ENST00000296097	0.559
chrX	40503201	40505201	ENST00000493067	0.678
chrX	40503201	40505201	ENST00000541084	0.737
chrX	40503201	40505201	ENST00000266551	0.609
chrX	40505201	40507201	ENST00000419448	0.881
chrX	40505201	40507201	ENST00000493067	0.734
chrX	40505201	40507201	ENST00000266551	0.689
chrX	40588401	40590401	ENST00000419448	0.863
chrX	40588401	40590401	ENST00000493067	0.879
chrX	40588401	40590401	ENST00000532540	0.78
chrX	40593001	40595001	ENST00000497327	0.705
chrX	40593001	40595001	ENST00000492668	0.685
chrX	40593001	40595001	ENST00000296097	0.685
chrX	40593001	40595001	7609	0.685
chrX	40593001	40595001	ENST00000371079	0.685
chrX	40607801	40609801	ENST00000294244	0.932
chrX	40607801	40609801	ENST00000527895	0.754
chrX	40607801	40609801	ENST00000532540	0.813
chrX	40730001	40732001	ENST00000408405	0.68
chrX	40730001	40732001	ENST00000497327	0.844
chrX	40730001	40732001	ENST00000356928	0.68
chrX	40811801	40813801	ENST00000419448	0.63
chrX	40811801	40813801	ENST00000521916	0.868
chrX	40811801	40813801	ENST00000445019	0.655
chrX	40945401	40947401	ENST00000521916	0.689
chrX	40945401	40947401	ENST00000541084	0.513
chrX	40945401	40947401	ENST00000535207	0.612
chrX	40949001	40951001	ENST00000313104	0.998
chrX	40949001	40951001	ENST00000521916	0.951
chrX	40949001	40951001	ENST00000266551	0.577
chrX	40975201	40977201	ENST00000313104	0.596
chrX	40975201	40977201	ENST00000521916	0.711
chrX	40975201	40977201	ENST00000525117	0.597
chrX	40978201	40980201	ENST00000521916	0.627
chrX	40978201	40980201	ENST00000294244	0.539
chrX	40978201	40980201	ENST00000445019	0.343
chrX	40980001	40982001	ENST00000313104	0.832
chrX	40980001	40982001	ENST00000521916	0.91
chrX	40980001	40982001	ENST00000294244	0.626
chrX	41094401	41096401	ENST00000294244	0.811
chrX	41094401	41096401	ENST00000527895	0.908
chrX	41094401	41096401	ENST00000532540	0.739
chrX	41188801	41190801	ENST00000382300	0.972
chrX	41188801	41190801	ENST00000504962	0.943
chrX	41188801	41190801	ENST00000525117	0.866
chrX	41192601	41194601	ENST00000455601	0.683
chrX	41192601	41194601	ENST00000266551	0.614
chrX	41192601	41194601	ENST00000479231	0.596
chrX	41194201	41196201	ENST00000541084	0.617
chrX	41194201	41196201	ENST00000479231	0.492
chrX	41194201	41196201	ENST00000294244	0.607
chrX	41197401	41199401	ENST00000382300	0.955
chrX	41197401	41199401	ENST00000504962	0.978
chrX	41197401	41199401	ENST00000525117	0.927
chrX	41301401	41303401	ENST00000521916	0.768
chrX	41301401	41303401	ENST00000479231	0.773
chrX	41301401	41303401	ENST00000294244	0.753
chrX	41564401	41566401	ENST00000527895	0.77
chrX	41564401	41566401	ENST00000399597	0.66
chrX	41564401	41566401	ENST00000532540	0.583
chrX	41592801	41594801	ENST00000294244	0.693
chrX	41592801	41594801	ENST00000445019	0.904
chrX	41592801	41594801	ENST00000391786	0.718
chrX	41780601	41782601	ENST00000408657	0.69
chrX	41780601	41782601	ENST00000372351	0.693
chrX	41780601	41782601	ENST00000416274	0.703
chrX	42792601	42794601	ENST00000530035	0.442
chrX	42792601	42794601	ENST00000511670	0.371
chrX	42792601	42794601	ENST00000503331	0.305
chrX	42801401	42803401	ENST00000415537	0.097
chrX	42801401	42803401	ENST00000511670	0.742
chrX	42801401	42803401	ENST00000503331	0.84
chrX	42835201	42837201	ENST00000530035	0.459
chrX	42835201	42837201	ENST00000445417	0.207
chrX	42835201	42837201	ENST00000544371	0.312
chrX	42862401	42864401	ENST00000530035	0.576
chrX	42862401	42864401	ENST00000544371	0.108
chrX	42862401	42864401	ENST00000503331	0.109
chrX	44733001	44735001	ENST00000359128	0.616
chrX	44733001	44735001	ENST00000449061	0.662
chrX	44733001	44735001	ENST00000448497	0.572
chrX	44758201	44760201	ENST00000340717	0.728
chrX	44758201	44760201	ENST00000359128	0.886
chrX	44758201	44760201	ENST00000449061	0.91
chrX	44762801	44764801	ENST00000359128	0.421
chrX	44762801	44764801	ENST00000311277	0.682
chrX	44762801	44764801	ENST00000454199	0.809
chrX	44766601	44768601	ENST00000311277	0.828
chrX	44766601	44768601	ENST00000371658	0.824
chrX	44766601	44768601	ENST00000454199	0.838
chrX	44773401	44775401	ENST00000414554	0.652
chrX	44773401	44775401	ENST00000449061	0.471
chrX	44773401	44775401	ENST00000371658	0.52
chrX	44856201	44858201	ENST00000265720	0.51
chrX	44856201	44858201	ENST00000384976	0.536
chrX	44856201	44858201	ENST00000448497	0.597
chrX	44930401	44932401	ENST00000340717	0.433
chrX	44930401	44932401	ENST00000302913	0.472
chrX	44930401	44932401	ENST00000454199	0.441
chrX	45617001	45619001	ENST00000507484	0.775
chrX	45617001	45619001	ENST00000470790	0.95
chrX	45617001	45619001	ENST00000482090	0.762
chrX	45621401	45623401	ENST00000371658	0.552
chrX	45621401	45623401	ENST00000530926	0.582
chrX	45621401	45623401	ENST00000512591	0.59
chrX	46306601	46308601	ENST00000470790	0.665
chrX	46306601	46308601	ENST00000512591	0.524
chrX	46306601	46308601	ENST00000513291	0.5
chrX	46420801	46422801	ENST00000497737	0.82
chrX	46420801	46422801	ENST00000429376	0.873
chrX	46420801	46422801	ENST00000245983	0.788
chrX	46434601	46436601	ENST00000470790	0.75
chrX	46434601	46436601	ENST00000245983	0.685
chrX	46434601	46436601	ENST00000483732	0.716
chrX	46446401	46448401	ENST00000482090	0.817
chrX	46446401	46448401	ENST00000245983	0.84
chrX	46446401	46448401	ENST00000526700	0.65
chrX	46487401	46489401	ENST00000470790	0.698
chrX	46487401	46489401	ENST00000537787	0.867
chrX	46487401	46489401	ENST00000468182	0.693
chrX	46493401	46495401	ENST00000429376	0.732
chrX	46493401	46495401	ENST00000468182	0.813
chrX	46493401	46495401	ENST00000526700	0.782
chrX	46511801	46513801	ENST00000480994	0.513
chrX	46511801	46513801	ENST00000245983	0.68
chrX	46511801	46513801	ENST00000504286	0.773
chrX	46551401	46553401	ENST00000497737	0.864
chrX	46551401	46553401	ENST00000480994	0.693
chrX	46551401	46553401	ENST00000512591	0.797
chrX	46563401	46565401	ENST00000497737	0.73
chrX	46563401	46565401	ENST00000482090	0.627
chrX	46563401	46565401	ENST00000504286	0.677
chrX	46570001	46572001	ENST00000438811	0.576
chrX	46570001	46572001	ENST00000468182	0.55
chrX	46570001	46572001	ENST00000504286	0.725
chrX	46573001	46575001	ENST00000497737	0.814
chrX	46573001	46575001	ENST00000532841	0.813
chrX	46573001	46575001	ENST00000480994	0.849
chrX	46581601	46583601	ENST00000497737	0.825
chrX	46581601	46583601	ENST00000532841	0.789
chrX	46581601	46583601	ENST00000504286	0.768
chrX	46613201	46615201	ENST00000497737	0.702
chrX	46613201	46615201	ENST00000438811	0.978
chrX	46613201	46615201	ENST00000517633	0.669
chrX	46616401	46618401	ENST00000482090	0.827
chrX	46616401	46618401	ENST00000429376	0.82
chrX	46616401	46618401	ENST00000438811	0.656
chrX	46651401	46653401	ENST00000429376	0.691
chrX	46651401	46653401	ENST00000512591	0.695
chrX	46651401	46653401	ENST00000438811	0.771
chrX	46696201	46698201	ENST00000517633	0.581
chrX	46696201	46698201	ENST00000537787	0.727
chrX	46696201	46698201	ENST00000388752	0.544
chrX	46817401	46819401	ENST00000490123	0.631
chrX	46817401	46819401	ENST00000437981	0.723
chrX	46817401	46819401	ENST00000483817	0.608
chrX	46827401	46829401	ENST00000537787	0.645
chrX	46827401	46829401	ENST00000388752	0.621
chrX	46827401	46829401	ENST00000483732	0.63
chrX	47053001	47055001	ENST00000396646	0.995
chrX	47053001	47055001	ENST00000406773	0.972
chrX	47053001	47055001	ENST00000483732	0.971
chrX	47078001	47080001	ENST00000406773	0.989
chrX	47078001	47080001	ENST00000483732	0.946
chrX	47078001	47080001	ENST00000495062	0.899
chrX	47092201	47094201	ENST00000490123	0.785
chrX	47092201	47094201	ENST00000428342	0.803
chrX	47092201	47094201	ENST00000483732	0.834
chrX	47340601	47342601	ENST00000543600	0.666
chrX	47340601	47342601	ENST00000504286	0.681
chrX	47340601	47342601	ENST00000535121	0.789
chrX	47420001	47422001	ENST00000475937	0.745
chrX	47420001	47422001	ENST00000535121	0.84
chrX	47420001	47422001	ENST00000401185	0.838
chrX	47492801	47494801	ENST00000475937	0.988
chrX	47492801	47494801	ENST00000485530	0.98
chrX	47492801	47494801	ENST00000357610	0.969
chrX	47508201	47510201	ENST00000475937	0.904
chrX	47508201	47510201	ENST00000485530	0.888
chrX	47508201	47510201	ENST00000483817	0.761
chrX	47695801	47697801	ENST00000504286	0.831
chrX	47695801	47697801	ENST00000368784	0.745
chrX	47695801	47697801	ENST00000470256	0.753
chrX	47879601	47881601	ENST00000490779	0.836
chrX	47879601	47881601	ENST00000506635	0.829
chrX	47879601	47881601	ENST00000462579	0.837
chrX	48326001	48328001	ENST00000527994	0.871
chrX	48326001	48328001	ENST00000462510	0.933
chrX	48326001	48328001	ENST00000486732	0.79
chrX	48380201	48382201	ENST00000492155	0.791
chrX	48380201	48382201	ENST00000440964	0.809
chrX	48380201	48382201	ENST00000264888	0.775
chrX	48398201	48400201	ENST00000357610	0.871
chrX	48398201	48400201	ENST00000461668	0.942
chrX	48398201	48400201	ENST00000541770	0.906
chrX	48432601	48434601	ENST00000478065	0.83
chrX	48432601	48434601	ENST00000486732	0.71
chrX	48432601	48434601	ENST00000470260	0.941
chrX	48542001	48544001	ENST00000490779	0.877
chrX	48542001	48544001	ENST00000279035	0.895
chrX	48542001	48544001	ENST00000398493	0.858
chrX	48555001	48557001	ENST00000416668	0.774
chrX	48555001	48557001	ENST00000249016	0.821
chrX	48555001	48557001	ENST00000538368	0.794
chrX	48594801	48596801	ENST00000486732	0.737
chrX	48594801	48596801	ENST00000504937	0.772
chrX	48594801	48596801	ENST00000516964	0.823
chrX	48660201	48662201	ENST00000461668	0.803
chrX	48660201	48662201	ENST00000373146	0.877
chrX	48660201	48662201	ENST00000355897	0.821
chrX	48767401	48769401	ENST00000419160	0.806
chrX	48767401	48769401	ENST00000483593	0.929
chrX	48767401	48769401	ENST00000503819	0.793
chrX	48774601	48776601	ENST00000541645	0.853
chrX	48774601	48776601	ENST00000516964	0.84
chrX	48774601	48776601	ENST00000377795	0.86
chrX	48791201	48793201	ENST00000494468	0.738
chrX	48791201	48793201	ENST00000516807	0.921
chrX	48791201	48793201	ENST00000450325	0.746
chrX	48794201	48796201	ENST00000530833	0.803
chrX	48794201	48796201	ENST00000498789	0.886
chrX	48794201	48796201	ENST00000483593	0.84
chrX	48796001	48798001	ENST00000314612	0.935
chrX	48796001	48798001	ENST00000538643	0.947
chrX	48796001	48798001	ENST00000516964	0.963
chrX	48812801	48814801	ENST00000425916	0.903
chrX	48812801	48814801	ENST00000502383	0.935
chrX	48812801	48814801	ENST00000274867	0.942
chrX	48857201	48859201	ENST00000491139	0.738
chrX	48857201	48859201	ENST00000514068	0.763
chrX	48857201	48859201	ENST00000516964	0.974
chrX	48899001	48901001	ENST00000486967	0.757
chrX	48899001	48901001	ENST00000389707	0.734
chrX	48899001	48901001	ENST00000518157	0.753
chrX	48956401	48958401	ENST00000518157	0.786
chrX	48956401	48958401	ENST00000407758	0.826
chrX	48956401	48958401	ENST00000380970	0.86
chrX	48978401	48980401	ENST00000447472	0.756
chrX	48978401	48980401	ENST00000443252	0.765
chrX	48978401	48980401	ENST00000392391	0.779
chrX	49023001	49025001	ENST00000433481	0.961
chrX	49023001	49025001	ENST00000537714	0.983
chrX	49023001	49025001	ENST00000438080	0.967
chrX	49028201	49030201	ENST00000483593	0.818
chrX	49028201	49030201	ENST00000438080	0.797
chrX	49028201	49030201	ENST00000525964	0.889
chrX	49126201	49128201	ENST00000481205	0.856
chrX	49126201	49128201	ENST00000392391	0.922
chrX	49126201	49128201	ENST00000414297	0.925
chrX	51486401	51488401	ENST00000471197	0.642
chrX	51486401	51488401	ENST00000491188	0.652
chrX	51486401	51488401	ENST00000539589	0.665
chrX	51545801	51547801	ENST00000404938	0.865
chrX	51545801	51547801	ENST00000521815	0.911
chrX	51545801	51547801	ENST00000537459	0.603
chrX	51637401	51639401	ENST00000389044	0.689
chrX	51637401	51639401	ENST00000507796	0.746
chrX	51637401	51639401	ENST00000543689	0.777
chrX	52003601	52005601	ENST00000471148	0.545
chrX	52003601	52005601	ENST00000459256	0.627
chrX	52003601	52005601	ENST00000419447	0.633
chrX	52949201	52951201	ENST00000507610	0.776
chrX	52949201	52951201	ENST00000372358	0.629
chrX	52949201	52951201	ENST00000412541	0.616
chrX	52952001	52954001	ENST00000445721	0.85
chrX	52952001	52954001	ENST00000412410	0.803
chrX	52952001	52954001	ENST00000468452	0.849
chrX	52963001	52965001	ENST00000344693	0.851
chrX	52963001	52965001	ENST00000507610	0.731
chrX	52963001	52965001	ENST00000372358	0.715
chrX	53023201	53025201	ENST00000505399	0.945
chrX	53023201	53025201	ENST00000369037	0.798
chrX	53023201	53025201	ENST00000532234	0.794
chrX	53100601	53102601	ENST00000445708	0.805
chrX	53100601	53102601	ENST00000531464	0.877
chrX	53100601	53102601	ENST00000523723	0.746
chrX	53122601	53124601	ENST00000372358	0.774
chrX	53122601	53124601	ENST00000445708	0.756
chrX	53122601	53124601	ENST00000378988	0.81
chrX	53252801	53254801	ENST00000521567	0.751
chrX	53252801	53254801	ENST00000421021	0.638
chrX	53252801	53254801	ENST00000310366	0.636
chrX	53459801	53461801	ENST00000337147	0.904
chrX	53459801	53461801	ENST00000473742	0.776
chrX	53459801	53461801	ENST00000306378	0.787
chrX	53709001	53711001	ENST00000310366	0.7
chrX	53709001	53711001	ENST00000390975	0.652
chrX	53709001	53711001	ENST00000507902	0.879
chrX	53711401	53713401	ENST00000369037	0.471
chrX	53711401	53713401	ENST00000455022	0.634
chrX	53711401	53713401	ENST00000507902	0.631
chrX	53742001	53744001	ENST00000532234	0.768
chrX	53742001	53744001	ENST00000455022	0.822
chrX	53742001	53744001	ENST00000507902	0.928
chrX	53759601	53761601	ENST00000468452	0.696
chrX	53759601	53761601	ENST00000306378	0.833
chrX	53759601	53761601	ENST00000507902	0.929
chrX	54205001	54207001	ENST00000413384	0.999
chrX	54205001	54207001	ENST00000384324	0.806
chrX	54205001	54207001	ENST00000533375	0.98
chrX	54207201	54209201	ENST00000476253	0.547
chrX	54207201	54209201	ENST00000413384	0.752
chrX	54207201	54209201	ENST00000384324	0.465
chrX	54207201	54209201	ENST00000533375	0.465
chrX	54466801	54468801	ENST00000469182	0.589
chrX	54466801	54468801	ENST00000530394	0.54
chrX	54466801	54468801	ENST00000525416	0.427
chrX	54556401	54558401	ENST00000413384	0.605
chrX	54556401	54558401	ENST00000530394	0.493
chrX	54556401	54558401	ENST00000441611	0.827
chrX	54665401	54667401	ENST00000412094	0.559
chrX	54665401	54667401	ENST00000441611	0.681
chrX	54665401	54667401	ENST00000444468	0.586
chrX	55185601	55187601	ENST00000529041	0.671
chrX	55185601	55187601	ENST00000474670	0.676
chrX	55185601	55187601	ENST00000455756	0.667
chrX	55478401	55480401	ENST00000403371	0.702
chrX	55478401	55480401	ENST00000485099	0.92
chrX	55478401	55480401	ENST00000266022	0.696
chrX	55514201	55516201	ENST00000525416	0.845
chrX	55514201	55516201	ENST00000433605	0.761
chrX	55514201	55516201	ENST00000357175	0.649
chrX	55743801	55745801	ENST00000357175	0.594
chrX	55743801	55745801	ENST00000427439	0.664
chrX	55743801	55745801	ENST00000350259	0.693
chrX	55780401	55782401	ENST00000408659	0.834
chrX	55780401	55782401	ENST00000541672	0.949
chrX	55780401	55782401	ENST00000350259	0.836
chrX	55893001	55895001	ENST00000529041	0.703
chrX	55893001	55895001	ENST00000474670	0.866
chrX	55893001	55895001	ENST00000455294	0.72
chrX	55934801	55936801	ENST00000502981	0.671
chrX	55934801	55936801	ENST00000474670	0.779
chrX	55934801	55936801	ENST00000483006	0.838
chrX	55941201	55943201	ENST00000408659	0.807
chrX	55941201	55943201	ENST00000284688	0.828
chrX	55941201	55943201	ENST00000433605	0.779
chrX	55944201	55946201	ENST00000408659	0.791
chrX	55944201	55946201	ENST00000284688	0.827
chrX	55944201	55946201	ENST00000266022	0.817
chrX	56590201	56592201	ENST00000483006	0.565
chrX	56590201	56592201	ENST00000368667	0.493
chrX	56590201	56592201	ENST00000487992	0.529
chrX	56755401	56757401	ENST00000368667	0.447
chrX	56755401	56757401	ENST00000405796	0.49
chrX	56755401	56757401	ENST00000535862	0.782
chrX	56789401	56791401	ENST00000266022	0.43
chrX	56789401	56791401	ENST00000483006	0.591
chrX	56789401	56791401	ENST00000422347	0.891
chrX	56791201	56793201	ENST00000483006	0.667
chrX	56791201	56793201	ENST00000405796	0.741
chrX	56791201	56793201	ENST00000422347	0.852
chrX	56808401	56810401	ENST00000266022	0.297
chrX	56808401	56810401	ENST00000469198	0.26
chrX	56808401	56810401	ENST00000422347	0.477
chrX	56828601	56830601	ENST00000405796	0.504
chrX	56828601	56830601	ENST00000413815	0.415
chrX	56828601	56830601	ENST00000460296	0.39
chrX	56838601	56840601	ENST00000483006	0.78
chrX	56838601	56840601	ENST00000368667	0.625
chrX	56838601	56840601	ENST00000469198	0.638
chrX	58560001	58562001	ENST00000516472	0
